accession,gi,species,kingdom,phylum,class,order,family,genus
NC_029377.1,115122,Buteo hemilasius,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo
NC_029189.1,115229,Buteo lagopus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo
NC_035801.1,387827,Circus melanoleucos,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus
NC_036050.1,36247,Gyps fulvus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps
NC_039095.1,36248,Gyps himalayensis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps
NC_038195.1,52810,Milvus migrans,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus
NC_007599.1,307441,Nisaetus alboniger,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Nisaetus
NC_007598.1,214438,Nisaetus nipalensis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Nisaetus
NC_015887.1,208451,Spilornis cheela,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis
NC_007628.1,43455,Cathartes aura,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes
NC_008550.1,56262,Pandion haliaetus,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion
NC_023788.1,56258,Sagittarius serpentarius,Animalia,Chordata,Aves,Accipitriformes,Sagittariidae,Sagittarius
NC_023969.1,8832,Aix galericulata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix
NC_024631.1,28680,Anas acuta,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas
NC_028346.1,75838,Anas clypeata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas
NC_022452.1,75839,Anas crecca,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas
NC_009684.1,8839,Anas platyrhynchos,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas
NC_022418.1,75854,Anas poecilorhyncha,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas
NC_004539.1,50365,Anser albifrons,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser
NC_039888.1,184919,Anser albifrons,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser
NC_011196.1,8843,Anser anser,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser
NC_023832.1,8845,Anser cygnoides,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser
NC_016922.1,132587,Anser fabalis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser
NC_025654.1,8846,Anser indicus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser
NC_000877.1,30385,Aythya americana,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya
NC_024602.1,219593,Aythya ferina,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya
NC_024595.1,219594,Aythya fuligula,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya
NC_007011.1,8853,Branta canadensis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta
NC_010965.1,8855,Cairina moschata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina
NC_012843.1,8868,Cygnus atratus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus
NC_007691.1,110926,Cygnus columbianus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus
NC_017604.1,541010,Cygnus columbianus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus
NC_027095.1,219595,Cygnus cygnus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus
NC_027096.1,8869,Cygnus olor,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus
NC_012844.1,60182,Dendrocygna javanica,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna
NC_040986.1,8880,Mergus merganser,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus
NC_016723.1,670348,Mergus squamatus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus
NC_024922.1,30387,Netta rufina,Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta
NC_024640.1,45639,Tadorna ferruginea,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna
NC_024750.1,75865,Tadorna tadorna,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna
NC_005933.1,8851,Anseranas semipalmata,Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas
NC_011718.2,48279,Aegotheles cristatus,Animalia,Chordata,Aves,Apodiformes,Aegothelidae,Aegotheles
NC_008540.1,8895,Apus apus,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus
NC_028545.1,8897,Chaetura pelagica,Animalia,Chordata,Aves,Apodiformes,Apodidae,Chaetura
NC_034933.1,1986420,Cypseloides fumigatus,Animalia,Chordata,Aves,Apodiformes,Apodidae,Cypseloides
NC_033406.1,1118500,Amazilia brevirostris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia
NC_033404.1,1665410,Amazilia rondoniae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia
NC_024156.1,472775,Amazilia versicolor,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia
NC_010094.1,190676,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus
NC_030286.1,689204,Calliphlox amethystina,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox
NC_025786.1,472795,Chrysolampis mosquitus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chrysolampis
NC_030287.1,689215,Florisuga fusca,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Florisuga
NC_027455.1,304640,Florisuga mellivora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Florisuga
NC_033413.1,190457,Glaucis hirsutus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Glaucis
NC_030285.1,472824,Heliodoxa aurescens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Heliodoxa
NC_027453.1,347507,Hylocharis cyanus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hylocharis
NC_033414.1,1798942,Lophornis magnificus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis
NC_027454.1,689266,Oreotrochilus melanogaster,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Oreotrochilus
NC_030288.1,304671,Phaethornis malaris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis
NC_002782.2,8823,Apteryx haastii,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx
NC_013806.1,8824,Apteryx owenii,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx
NC_015085.1,978109,Aceros waldeni,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Aceros
NC_038152.1,1303020,Anthracoceros coronatus,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Anthracoceros
NC_038201.1,175830,Buceros bicornis,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros
NC_015201.1,175843,Bycanistes brevis,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes
NC_015087.1,175834,Penelopides panini,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Penelopides
NC_039950.1,866438,Rhyticeros undulatus,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros
NC_015199.1,155086,Bucorvus leadbeateri,Animalia,Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus
NC_028178.1,57439,Upupa epops,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa
NC_025773.1,433629,Caprimulgus indicus,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus
NC_002778.2,8787,Casuarius casuarius,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius
NC_002784.1,8790,Dromaius novaehollandiae,Animalia,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius
NC_031347.1,94623,Pinguinus impennis,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Pinguinus
NC_007978.1,28708,Synthliboramphus antiquus,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus
NC_029328.1,28710,Synthliboramphus wumizusume,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Synthliboramphus
NC_041118.1,50392,Charadrius alexandrinus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius
NC_033966.1,371922,Pluvialis fulva,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis
NC_025514.1,261961,Vanellus cinereus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus
NC_025637.1,100859,Vanellus vanellus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus
NC_003713.2,185689,Haematopus ater,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus
NC_034237.1,31908,Haematopus ostralegus,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus
NC_041576.1,118785,Hydrophasianus chirurgus,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Hydrophasianus
NC_024069.1,54508,Jacana jacana,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana
NC_024068.1,118786,Jacana spinosa,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana
NC_025649.1,1192867,Chroicocephalus ridibundus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus
NC_036344.1,126865,Gelochelidon nilotica,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon
NC_023777.1,328046,Ichthyaetus relictus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus
NC_025556.1,179808,Larus crassirostris,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
NC_007006.1,37036,Larus dominicanus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
NC_029383.1,119608,Larus vegae,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
NC_036345.1,108405,Sterna hirundo,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna
NC_028176.1,507597,Sternula albifrons,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula
NC_035423.1,225398,Himantopus himantopus,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus
NC_027420.1,171275,Recurvirostra avosetta,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra
NC_003712.2,54971,Arenaria interpres,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria
NC_040990.1,272047,Calidris ruficollis,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris
NC_034741.1,433633,Gallinago stenura,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago
NC_030507.1,161676,Numenius phaeopus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius
NC_042233.1,2448458,Numenius tenuirostris,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius
NC_025521.1,100826,Scolopax rusticola,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax
NC_030585.1,272050,Tringa erythropus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa
NC_039096.1,171269,Tringa glareola,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa
NC_033974.1,261960,Tringa ochropus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa
NC_036016.1,507600,Tringa semipalmata,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa
NC_033973.1,171277,Xenus cinereus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Xenus
NC_026125.1,395889,Stercorarius maccormicki,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius
NC_002196.1,52775,Ciconia boyciana,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia
NC_002197.1,8928,Ciconia ciconia,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia
NC_023946.1,36241,Ciconia nigra,Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia
NC_031869.1,187106,Caloenas nicobarica,Animalia,Chordata,Aves,Columbiformes,Columbidae,Caloenas
NC_031868.1,1914393,Columba jouyi,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba
NC_013978.1,8932,Columba livia,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba
NC_031867.1,126356,Columba rupestris,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba
NC_031866.1,187111,Didunculus strigirostris,Animalia,Chordata,Aves,Columbiformes,Columbidae,Didunculus
NC_042502.1,187118,Ectopistes migratorius,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ectopistes
NC_015207.1,869458,Geotrygon violacea,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geotrygon
NC_031865.1,115654,Goura cristata,Animalia,Chordata,Aves,Columbiformes,Columbidae,Goura
NC_027947.1,915434,Goura scheepmakeri,Animalia,Chordata,Aves,Columbiformes,Columbidae,Goura
NC_036613.1,187124,Goura victoria,Animalia,Chordata,Aves,Columbiformes,Columbidae,Goura
NC_013244.1,262124,Hemiphaga novaeseelandiae,Animalia,Chordata,Aves,Columbiformes,Columbidae,Hemiphaga
NC_015190.1,135631,Leptotila verreauxi,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila
NC_036612.1,187130,Otidiphaps nobilis,Animalia,Chordata,Aves,Columbiformes,Columbidae,Otidiphaps
NC_026459.1,115700,Streptopelia chinensis,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia
NC_037513.1,177147,Streptopelia decaocto,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia
NC_031447.1,36243,Streptopelia orientalis,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia
NC_036611.1,444149,Trugon terrestris,Animalia,Chordata,Aves,Columbiformes,Columbidae,Trugon
NC_015203.1,115703,Zenaida auriculata,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida
NC_031863.1,47245,Zenaida macroura,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida
NC_031864.1,187135,Raphus cucullatus,Animalia,Chordata,Aves,Columbiformes,Raphidae,Raphus
NC_035868.1,36245,Alcedo atthis,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo
NC_024280.1,325335,Ceryle rudis,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceryle
NC_028177.1,433634,Halcyon coromanda,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon
NC_024198.1,1496258,Halcyon pileata,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon
NC_035746.1,1003843,Halcyon smyrnensis,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon
NC_035658.1,176942,Megaceryle lugubris,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle
NC_011712.1,497867,Todiramphus sanctus,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus
NC_011716.2,188341,Eurystomus orientalis,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Eurystomus
NC_034642.1,135176,Merops viridis,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops
NC_028414.1,78197,Cuculus poliocephalus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus
NC_011711.1,8947,Geococcyx californianus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx
NC_011709.1,2497756,Urodynamis taitensis,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Urodynamis
NC_010091.1,54386,Rhynochetos jubatus,Animalia,Chordata,Aves,Eurypygiformes,Rhynochetidae,Rhynochetos
NC_039842.1,495945,Falco amurensis,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco
NC_026715.1,345164,Falco cherrug,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco
NC_025579.1,8953,Falco columbarius,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco
NC_029846.1,148594,Falco naumanni,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco
NC_000878.1,8954,Falco peregrinus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco
NC_029359.1,120794,Falco rusticolus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco
NC_008547.1,56350,Falco sparverius,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco
NC_011307.1,100819,Falco tinnunculus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco
NC_008548.1,56335,Micrastur gilvicollis,Animalia,Chordata,Aves,Falconiformes,Falconidae,Micrastur
NC_031897.1,56345,Phalcoboenus australis,Animalia,Chordata,Aves,Falconiformes,Falconidae,Phalcoboenus
NC_024617.1,84986,Crax daubentoni,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax
NC_024618.1,84990,Crax rubra,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax
NC_007227.1,81907,Alectura lathami,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Alectura
NC_014180.1,8992,Acryllium vulturinum,Animalia,Chordata,Aves,Galliformes,Numididae,Acryllium
NC_034374.1,8996,Numida meleagris,Animalia,Chordata,Aves,Galliformes,Numididae,Numida
NC_029340.1,9009,Callipepla squamata,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla
NC_024620.1,9014,Colinus virginianus,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus
NC_020585.1,9078,Alectoris chukar,Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris
NC_022683.1,1206065,Arborophila ardens,Animalia,Chordata,Aves,Galliformes,Phasianidae,Arborophila
NC_022684.1,1296548,Arborophila brunneopectus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Arborophila
NC_012453.1,559495,Arborophila rufipectus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Arborophila
NC_020584.1,604433,Arborophila rufogularis,Animalia,Chordata,Aves,Galliformes,Phasianidae,Arborophila
NC_020583.1,388974,Bambusicola fytchii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bambusicola
NC_011816.1,9083,Bambusicola thoracicus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bambusicola
NC_024619.1,466541,Caloperdix oculeus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Caloperdix
NC_020590.1,9088,Chrysolophus amherstiae,Animalia,Chordata,Aves,Galliformes,Phasianidae,Chrysolophus
NC_014576.1,9089,Chrysolophus pictus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Chrysolophus
NC_004575.1,46218,Coturnix chinensis,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix
NC_003408.1,93934,Coturnix japonica,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix
NC_015897.1,9096,Crossoptilon auritum,Animalia,Chordata,Aves,Galliformes,Phasianidae,Crossoptilon
NC_016679.1,30408,Crossoptilon crossoptilon,Animalia,Chordata,Aves,Galliformes,Phasianidae,Crossoptilon
NC_026547.1,242522,Crossoptilon harmani,Animalia,Chordata,Aves,Galliformes,Phasianidae,Crossoptilon
NC_026548.1,9097,Crossoptilon mantchuricum,Animalia,Chordata,Aves,Galliformes,Phasianidae,Crossoptilon
NC_011817.1,472989,Francolinus pintadeanus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Francolinus
NC_040902.1,208524,Gallus gallus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus
NC_040970.1,9031,Gallus gallus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus
NC_007239.1,9032,Gallus lafayetii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus
NC_007240.1,9033,Gallus sonneratii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus
NC_007238.1,9034,Gallus varius,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus
NC_034001.1,475776,Haematortyx sanguiniceps,Animalia,Chordata,Aves,Galliformes,Phasianidae,Haematortyx
NC_018033.1,83285,Ithaginis cruentus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Ithaginis
NC_035568.1,52650,Lagopus lagopus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lagopus
NC_034002.1,64668,Lagopus muta,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lagopus
NC_040850.1,9040,Lophophorus impejanus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophophorus
NC_013979.1,228248,Lophophorus lhuysii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophophorus
NC_020589.1,228249,Lophophorus sclateri,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophophorus
NC_010781.1,9044,Lophura ignita,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura
NC_012895.1,9046,Lophura nycthemera,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura
NC_023779.1,140446,Lophura swinhoii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura
NC_024554.1,1233216,Lyrurus tetrix,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lyrurus
NC_010195.2,9103,Meleagris gallopavo,Animalia,Chordata,Aves,Galliformes,Phasianidae,Meleagris
NC_024533.1,9049,Pavo cristatus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo
NC_012897.1,9050,Pavo muticus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo
NC_020588.1,114919,Perdix dauurica,Animalia,Chordata,Aves,Galliformes,Phasianidae,Perdix
NC_023940.1,573593,Perdix hodgsoniae,Animalia,Chordata,Aves,Galliformes,Phasianidae,Perdix
NC_039843.1,9052,Perdix perdix,Animalia,Chordata,Aves,Galliformes,Phasianidae,Perdix
NC_015526.1,9054,Phasianus colchicus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus
NC_010778.1,9055,Phasianus versicolor,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus
NC_012900.1,9059,Polyplectron bicalcaratum,Animalia,Chordata,Aves,Galliformes,Phasianidae,Polyplectron
NC_023264.1,142658,Polyplectron germaini,Animalia,Chordata,Aves,Galliformes,Phasianidae,Polyplectron
NC_024615.1,30403,Polyplectron napoleonis,Animalia,Chordata,Aves,Galliformes,Phasianidae,Polyplectron
NC_024616.1,388972,Ptilopachus petrosus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Ptilopachus
NC_020587.1,9061,Pucrasia macrolopha,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pucrasia
NC_010771.1,9063,Syrmaticus ellioti,Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus
NC_010774.1,9064,Syrmaticus humiae,Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus
NC_010770.1,9066,Syrmaticus reevesii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus
NC_010767.1,265498,Syrmaticus soemmerringii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Syrmaticus
NC_027279.1,109044,Tetraogallus himalayensis,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetraogallus
NC_023939.1,267427,Tetraogallus tibetanus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetraogallus
NC_018034.1,459761,Tetraophasis obscurus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetraophasis
NC_020613.1,459760,Tetraophasis szechenyii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetraophasis
NC_020591.1,1155787,Tetrastes bonasia,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrastes
NC_025318.1,1344035,Tetrastes sewerzowi,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetrastes
NC_013619.1,30407,Tragopan caboti,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tragopan
NC_020586.1,9071,Tragopan temminckii,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tragopan
NC_041165.1,57069,Gavia arctica,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia
NC_008139.1,85097,Gavia pacifica,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia
NC_007007.1,37040,Gavia stellata,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia
NC_020572.1,1171711,Anthropoides paradiseus,Animalia,Chordata,Aves,Gruiformes,Gruidae,Anthropoides
NC_020573.1,9111,Anthropoides virgo,Animalia,Chordata,Aves,Gruiformes,Gruidae,Anthropoides
NC_020570.1,30414,Balearica pavonina,Animalia,Chordata,Aves,Gruiformes,Gruidae,Balearica
NC_020569.1,925459,Balearica regulorum,Animalia,Chordata,Aves,Gruiformes,Gruidae,Balearica
NC_020576.1,9117,Grus americana,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus
NC_020581.1,9116,Grus antigone,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus
NC_020577.1,40816,Grus grus,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus
NC_020575.1,30415,Grus japonensis,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus
NC_020574.1,40819,Grus leucogeranus,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus
